Hans Pilgaard og Henrik Torp har været sammen i 10 år .	48	50	0
Hans Pilgaard og Henrik Torp har været sammen i ti år .	48	50	1
Det siger Rasmus Krath , der har interviewet flere pirater .	4	9	0
Det vurderer Rasmus Krath , der har interviewet flere pirater .	4	12	1
- Vi er voldsomt interesseret i at vide , hvor de blomster er blevet solgt , siger kriminalassistent Bo Hass Jensen til Ritzau .	8	16	0
- Vi er meget interesseret i at vide , hvor de blomster er blevet solgt , siger kriminalassistent Bo Hass Jensen til Ritzau .	8	13	1
Flot modtaget .	5	13	0
Flot modtagelse .	5	15	1
Det betyder i praksis , at politiet anholder vidnet i op til 24 timer før retssagen .	74	83	0
Det betyder i praksis , at politiet anholder vidnet i op til 24 timer før retsmødet .	74	83	1
FN har også bedt Danmark om hjælp til at koordinere nødhjælpsindsatsen i Dollo Ado i det sydlige Etiopien .	52	70	0
FN har også bedt Danmark om hjælp til at koordinere nødhjælpen i Dollo Ado i det sydlige Etiopien .	52	62	1
Der vil være en skærpet indrejsekontrol , hvor vi forsøger at udpege de køretøjer og personer , der kan have vores interesse , siger politiinspektør Svend Erik Larsen .	24	39	0
Der vil være en skærpet kontrol , hvor vi forsøger at udpege de køretøjer og personer , der kan have vores interesse , siger politiinspektør Svend Erik Larsen .	24	31	1
Thorning indrømmer forkerte oplysninger .	19	27	0
Thorning indrømmer fejlagtige oplysninger .	19	29	1
Alle de syv mistænktes advokater har fået besked på , at sagen er droppet .	49	51	0
Alle de syv mistænktes advokater har fået besked om , at sagen er droppet .	49	51	1
- Den titel ændrede mit livsforløb , det er der ingen tvivl om .	24	34	0
- Den titel ændrede mit liv , det er der ingen tvivl om .	24	27	1
At det har kunnet være sig selv i 60 år er ret enestående , siger Dario Campeotto .	60	65	0
At det har kunnet være sig selv i 60 år er ret enestående , uddyber Dario Campeotto .	60	67	1
- Vi vil vedtage reformer , der sænker udgifterne , giver større valgfrihed og sikrer dækning , som alle amerikanere kan regne med .	39	49	0
- Vi vil vedtage reformer , der sænker omkostningerne , giver større valgfrihed og sikrer dækning , som alle amerikanere kan regne med .	39	53	1
Fire ud af 10 kommuner vil spare på børn .	11	13	0
Fire ud af ti kommuner vil spare på børn .	11	13	1
Regeringen ser også dystert på udviklingen i ledigheden .	20	27	0
Regeringen ser også sort på udviklingen i ledigheden .	20	24	1
Regeringen forventer , at ledigheden i 2011 vil ende på 162 . 000 personer .	11	20	0
Regeringen venter , at ledigheden i 2011 vil ende på 162 . 000 personer .	11	17	1
Det er en markant stigning i forhold til 2011 .	10	17	0
Det er en kraftig stigning i forhold til 2011 .	10	17	1
Du er ikke konservativ , skriver han .	25	32	0
Du er ikke konservativ , siger han .	25	30	1
Resten af jurymedlemmerne udpeges i april sammen med de film , der skal bedømmes .	10	25	0
Resten af juryen udpeges i april sammen med de film , der skal bedømmes .	10	16	1
Pølsehorn og pizzasnegle .	13	24	0
Pølsehorn og pizza .	13	18	1
I den japanske havneby Sendai kastede en 10 meter høj bølge rundt med biler , bygninger og skibe .	41	43	0
I den japanske havneby Sendai kastede en ti meter høj bølge rundt med biler , bygninger og skibe .	41	43	1
Det skal vi erkende .	4	8	0
Det må vi erkende .	4	6	1
Der var fugtigt , kloakken var sprunget , og det lugtede af tis .	45	48	0
Der var fugtigt , kloakken var sprunget , og der lugtede af tis .	45	48	1
I første omgang blev de også sigtet for at ville sætte ild på Nordeas ejendom på Strandgade i København .	78	80	0
I første omgang blev de også sigtet for at ville sætte ild på Nordeas ejendom i Strandgade i København .	78	79	1
Begge lande gav Rumænien 10 point og Tyskland 12 .	25	27	0
Begge lande gav Rumænien ti point og Tyskland 12 .	25	27	1
Nordkorea åbner for atomforhandlinger .	20	37	0
Nordkorea åbner for nedrustning .	20	31	1
Protester mod Israel i mange byer .	29	33	0
Protester mod Israel i mange lande .	29	34	1
De tre andre blev anholdt ved Blågårdsgade på Nørrebro .	26	29	0
De tre andre blev anholdt omkring Blågårdsgade på Nørrebro .	26	33	1
Villy Søvndal ser intet forkert i , at politikere får fif fra komikere .	24	31	0
Villy Søvndal ser intet odiøst i , at politikere får fif fra komikere .	24	30	1
Nogle tyskere er skeptiske over den danske baggrund .	32	35	0
Nogle tyskere er skeptiske over hans danske baggrund .	32	36	1
Så har Dansk Folkeparti også mulighed for at være mere med undervejs .	24	28	0
Så har Dansk Folkeparti nemlig mulighed for at være mere med undervejs .	24	30	1
- I starten tænkte jeg på , om han ville vise sit sande ansigt .	12	18	0
- I starten spekulerede jeg på , om han ville vise sit sande ansigt .	12	23	1
Stort set hele sortimentet fra butikkerne kommer også til salg på nettet .	15	26	0
Stort set hele udbuddet fra butikkerne kommer også til salg på nettet .	15	23	1
Edward Kennedy tabte kampen til kræft .	28	31	0
Edward Kennedy tabte kampen mod kræft .	28	31	1
Indonesiens mest eftersøgte mand står bag planer om at terrorbombe den danske ambassade i Jakarta , oplyser politiet i Indonesien .	55	66	0
Indonesiens mest eftersøgte mand står bag planer om at bombe den danske ambassade i Jakarta , oplyser politiet i Indonesien .	55	60	1
Politiet mener , at han smed tøjet fra sig efter udåden .	49	55	0
Politiet mener , at han smed tøjet fra sig efter drabet .	49	55	1
Dansk film skaber muslimsk røre .	27	31	0
Dansk film skaber muslimsk uro .	27	30	1
Ingen af de dømte var selv mødt op i retten til onsdagens domsafsigelse .	58	71	0
Ingen af de dømte var selv mødt op i retten til onsdagens dom .	58	61	1
Tyrkiets udenrigsminister , Ahmet Davutoglu , siger , at der derfor ikke længere er grundlag for nye sanktioner mod Iran .	61	67	0
Tyrkiets udenrigsminister , Ahmet Davutoglu , siger , at der nu ikke længere er grundlag for nye sanktioner mod Iran .	61	63	1
Det oplyser vagtchef Søren Peitersen i Nordjyllands Politi .	37	38	0
Det oplyser vagtchef Søren Peitersen fra Nordjyllands Politi .	37	40	1
Dobbelt så mange har fået opfordringer til sex og følt sig krænket af det , viser undersøgelsen .	21	25	0
Dobbelt så mange har modtaget opfordringer til sex og følt sig krænket af det , viser undersøgelsen .	21	29	1
Dronningen og prinsen skal ligge i Sankt Birgittes Kapel i den nordlige side af kirken .	27	32	0
Dronningen og prinsen skal placeres i Sankt Birgittes Kapel i den nordlige side af kirken .	27	35	1
Men der skæres ned over alt , så der er ikke mange nye job at få , siger Arne Lægaard .	8	14	0
Men der drosles ned over alt , så der er ikke mange nye job at få , siger Arne Lægaard .	8	15	1
Det rapporterer nyhedsbureauet Reuters .	4	15	0
Det fortæller nyhedsbureauet Reuters .	4	13	1
Det dur ikke at have en statsminister , der taler så uldent , som han gør i øjeblikket , siger Villy Søvndal .	4	7	0
Det nytter ikke at have en statsminister , der taler så uldent , som han gør i øjeblikket , siger Villy Søvndal .	4	10	1
Australierne er i chok over de voldsomme skovbrande i det sydøstlige Australien , siger Danmarks ambassadør .	41	51	0
Australierne er i chok over de voldsomme brande i det sydøstlige Australien , siger Danmarks ambassadør .	41	47	1
Dengang førte begivenheden til mere end to ugers optøjer over hele Frankrig .	49	56	0
Dengang førte begivenheden til mere end to ugers uroligheder over hele Frankrig .	49	60	1
Det tror Arne Pedersen dog ikke på .	23	26	0
Det tror Arne Pedersen imidlertid ikke på .	23	33	1
- Vi forsøger at få kortlagt sagen .	29	34	0
- Vi forsøger at få kortlagt omstændighederne .	29	45	1
Det mener Socialdemokraternes formand , Helle Thorning - Schmidt .	4	9	0
Det vurderer Socialdemokraternes formand , Helle Thorning - Schmidt .	4	12	1
I Fukushima er reaktorerne intakte , selv om vi har set et vist udslip , siger talsmand Hidehiko Nishiyama .	27	34	0
I Fukushima er reaktorerne uskadte , selv om vi har set et vist udslip , siger talsmand Hidehiko Nishiyama .	27	34	1
- Jeg kan godt forstå , at man kan se det på den led .	49	52	0
- Jeg kan godt forstå , at man kan se det på den måde .	49	53	1
Og har man sagt ja , må man også blive der .	39	42	0
Og har man sagt ja , må man også blive ved .	39	42	1
Dengang førte begivenheden til mere end to ugers optøjer over hele Frankrig .	49	56	0
Dengang førte begivenheden til mere end to ugers uroligheder over hele Frankrig .	49	60	1
Den danske lovgivning er klar .	11	21	0
Den danske lov er klar .	11	14	1
Skatterne vil blive fordelt over 10 år , oplyser kilder i regeringen .	33	35	0
Skatterne vil blive fordelt over ti år , oplyser kilder i regeringen .	33	35	1
- Der er et ønske om forandring , fornemmer hun .	34	43	0
- Der er et ønske om forandring , siger hun .	34	39	1
Kun Danmark holder døgnvagt ved grænser .	12	18	0
Kun Danmark har døgnvagt ved grænser .	12	15	1
Hans rejsebureau har fået henvendelser fra omkring 600 amerikanske og europæiske turister i løbet af juli .	21	25	0
Hans rejsebureau har modtaget henvendelser fra omkring 600 amerikanske og europæiske turister i løbet af juli .	21	29	1
Årets mesterkok kommer fra Mols .	16	22	0
Årets mesterkok er fra Mols .	16	18	1
Der har været et kup i Honduras .	17	20	0
Der har været et statskup i Honduras .	17	25	1
Ekstra penge til kampen mod bandekriminalitet er aldrig nået frem til Københavns Politi .	28	45	0
Ekstra penge til kampen mod banderne er aldrig nået frem til Københavns Politi .	28	36	1
Det kniber jo aldrig med politi , når der kommer kendisser til byen som for eksempel i forbindelse med OL - mødet , siger Bo Asmus Kjeldgaard .	25	31	0
Det kniber jo aldrig med politifolk , når der kommer kendisser til byen som for eksempel i forbindelse med OL - mødet , siger Bo Asmus Kjeldgaard .	25	35	1
Hun er excentrisk , virkelig sjov og følsom på en besynderlig måde .	7	17	0
Hun er speciel , virkelig sjov og følsom på en besynderlig måde .	7	14	1
Jeg mener ikke , at vi bør gå til koncerten i Torshavn , siger Imme Dam .	23	26	0
Jeg mener ikke , at vi burde gå til koncerten i Torshavn , siger Imme Dam .	23	28	1
Det kan ske , at spredningen går ned i nogle regioner , mens den eskalerer i andre områder , siger Siri Hauge .	65	74	0
Det kan ske , at spredningen går ned i nogle regioner , mens den vokser i andre områder , siger Siri Hauge .	65	71	1
Det kan være i områder som Tingbjerg eller Taastrupgaard , siger socialordfører Mette Frederiksen ( S ).	59	64	0
Det kan være i områder som Tingbjerg eller Taastrupgaard , fortæller socialordfører Mette Frederiksen ( S ).	59	68	1
Herefter skal ansøgeren blandt andet gennemføre et kursus for at blive godkendt .	37	47	0
Herefter skal ansøgeren blandt andet igennem et kursus for at blive godkendt .	37	44	1
- Det er umuligt at bygge en helt tæt tunnel , siger han .	20	25	0
- Det er umuligt at konstruere en helt tæt tunnel , siger han .	20	30	1
Greenpeace smed fredag morgen otte ton stenmel foran Statoils hovedkvarter i Danmark .	11	15	0
Greenpeace dumpede fredag morgen otte ton stenmel foran Statoils hovedkvarter i Danmark .	11	18	1
Hos olieselskabet er man ikke enig i , at udvindingen af tjæresand udgør en miljøkatastrofe .	67	72	0
Hos olieselskabet er man ikke enig i , at udvindingen af tjæresand skaber en miljøkatastrofe .	67	73	1
De fleste befinder sig i den urolige provins Helmand i den sydlige del af landet .	10	18	0
De fleste opholder sig i den urolige provins Helmand i den sydlige del af landet .	10	18	1
Seks anholdt efter svensk storrøveri .	26	36	0
Seks anholdt efter svensk røveri .	26	32	1
Herefter skulle finalisterne på scenen med de sange , som de selv havde valgt .	9	15	0
Herefter var finalisterne på scenen med de sange , som de selv havde valgt .	9	12	1
- Jeg skal slet ikke gå ind i juraen .	6	10	0
- Jeg vil slet ikke gå ind i juraen .	6	9	1
Så må vi jo ændre reglerne .	18	26	0
Så må vi jo ændre retningslinjerne .	18	34	1
Men i stedet skal jeg igennem en test med nogle helt irrelevante spørgsmål , siger hun .	48	52	0
Men i stedet skal jeg igennem en test med nogle fuldstændigt irrelevante spørgsmål , siger hun .	48	60	1
Der fortæller Mikkel Andreas Beck , der er pressechef i Falck .	4	13	0
Der oplyser Mikkel Andreas Beck , der er pressechef i Falck .	4	11	1
Derfor endte det med , at FCK - støtterne til sidst fik væltet hegnet .	32	41	0
Derfor endte det med , at FCK - folkene til sidst fik væltet hegnet .	32	39	1
Derfor er 14 af de tiltalte frifundet .	7	9	0
Derfor blev 14 af de tiltalte frifundet .	7	11	1
Amnesty : Kina henretter mest .	25	29	0
Amnesty : Kina henretter flest .	25	30	1
Men allerede torsdag middag har nogle jyske fly forbud mod at flyve .	32	37	0
Men allerede torsdag middag har flere jyske fly forbud mod at flyve .	32	37	1
Der stod i øvrigt ikke kun sæl på festmenuen .	34	44	0
Der stod i øvrigt ikke kun sæl på menukortet .	34	44	1
Hun frygter , at sagen kan få konsekvenser for mange andre børn .	4	11	0
Hun mener , at sagen kan få konsekvenser for mange andre børn .	4	9	1
De første gæster dukkede allerede op ved 5 - tiden .	10	16	0
De første tilskuere dukkede allerede op ved 5 - tiden .	10	19	1
Knud Foldschack tror ikke , at aftalen vil ændre fristaden afgørende .	59	68	0
Knud Foldschack tror ikke , at aftalen vil ændre fristaden væsentligt .	59	69	1
Det skal dog ikke være tilladt at gå i burka og have tildækket ansigtet , hvis man arbejder med mennesker i den offentlige sektor .	9	12	0
Det skal selvfølgelig ikke være tilladt at gå i burka og have tildækket ansigtet , hvis man arbejder med mennesker i den offentlige sektor .	9	21	1
- Vi formoder , at der er skimmel i marmeladen .	5	13	0
- Vi mener , at der er skimmel i marmeladen .	5	10	1
Kampagnen søsættes i forbindelse med FN ' s Antiracismedag den 21 . marts .	10	18	0
Kampagnen starter i forbindelse med FN ' s Antiracismedag den 21 . marts .	10	17	1
Han lover nu at bringe sagen i orden .	16	22	0
Han lover nu at få sagen i orden .	16	18	1
Diamanter fra minerne i landet blev brugt til at betale for militser i borgerkrigen .	60	68	0
Diamanter fra minerne i landet blev brugt til at betale for soldater i borgerkrigen .	60	68	1
Det fortæller den tyske kansler , Angela Merkel .	4	13	0
Det bekræfter den tyske kansler , Angela Merkel .	4	13	1
Sneen skaber trafikkaos .	6	12	0
Sneen giver trafikkaos .	6	11	1
Der forventes deltagere fra 67 lande og 516 organisationer , skriver politiet i en pressemeddelelse .	4	13	0
Der kommer deltagere fra 67 lande og 516 organisationer , skriver politiet i en pressemeddelelse .	4	10	1
Flere tilbageskridt .	6	19	0
Flere problemer .	6	15	1
Cykelstier skal skabe arbejdspladser .	16	21	0
Cykelstier skal give arbejdspladser .	16	20	1
Nu glæder han sig til at komme hjem og få en kop varm kakao , for der er hundekoldt på pladsen for Højesteret .	95	98	0
Nu glæder han sig til at komme hjem og få en kop varm kakao , for der er hundekoldt på pladsen foran Højesteret .	95	100	1
De er hverken til champagne eller fest .	34	38	0
De er hverken til champagne eller party .	34	39	1
Det rapporterer det britiske nyhedsbureau Reuters .	4	15	0
Det skriver det britiske nyhedsbureau Reuters .	4	11	1
Minister har talrige eksempler .	13	20	0
Minister har samlet eksempler .	13	19	1
- Vi har fundet flere eksempler på institutioner , der stadig har løsrevne lukkedage .	16	21	0
- Vi har fundet adskillige eksempler på institutioner , der stadig har løsrevne lukkedage .	16	26	1
Diamanter fra minerne i landet blev brugt til at betale for militser i borgerkrigen .	60	68	0
Diamanter fra minerne i landet blev brugt til at betale for soldater i borgerkrigen .	60	68	1
- Funktionelle lidelser ser ud til at være et stigende problem i den vestlige verden .	46	54	0
- Funktionelle lidelser ser ud til at være et tiltagende problem i den vestlige verden .	46	56	1
Det er svært at skønne , hvor mange der lider af det .	16	22	0
Det er svært at sige , hvor mange der lider af det .	16	20	1
Men vi mener , at det er mellem fem og 10 procent af befolkningen , siger han .	39	41	0
Men vi mener , at det er mellem fem og ti procent af befolkningen , siger han .	39	41	1
Tyve stjæler uerstattelig statue .	13	25	0
Tyve stjæler kæmpe statue .	13	18	1
- De kan ikke svømme , løbe eller hoppe lige så langt og højt som de andre .	54	56	0
- De kan ikke svømme , løbe eller hoppe lige så langt eller højt som de andre .	54	59	1
Aktionen førte til , at 6 personer blev anholdt .	24	25	0
Aktionen førte til , at seks personer blev anholdt .	24	28	1
Indtil nu har USA koordineret indsatsen i Libyen , men fra i morgen overtager NATO den opgave .	18	29	0
Indtil nu har USA ledet indsatsen i Libyen , men fra i morgen overtager NATO den opgave .	18	23	1
De stærke indvandrere vinder , mens de svageste og traumatiserede flygtninge bliver taberne i regeringens nye udlændingeaftale , lyder kritikken .	39	47	0
De stærke indvandrere vinder , mens de svage og traumatiserede flygtninge bliver taberne i regeringens nye udlændingeaftale , lyder kritikken .	39	44	1
Også Rehabiliterings - og Forskningscentret for Torturofre ( RCT ) mener , at den nye udlændingeaftale vil ramme de svageste flygtninge .	86	102	0
Også Rehabiliterings - og Forskningscentret for Torturofre ( RCT ) mener , at den nye aftale vil ramme de svageste flygtninge .	86	92	1
- Vi tog hen til stedet og så alle ødelæggelserne , blodet og de døde kroppe , siger han .	79	84	0
- Vi tog hen til stedet og så alle ødelæggelserne , blodet og de døde kroppe , fortæller han .	79	88	1
Hun har antydet , at hun stiller op ved præsidentvalget i 2012 .	36	39	0
Hun har antydet , at hun stiller op til præsidentvalget i 2012 .	36	39	1
Rusland har brug for politiske reformer .	12	16	0
Rusland har behov for politiske reformer .	12	17	1
Mand mistænkt for Times Square - bombe .	5	13	0
Mand eftersøges for Times Square - bombe .	5	15	1
Jeg følte , at jeg var ved at få et hjerteanfald , siger Christina Chanée .	51	56	0
Jeg følte , at jeg var ved at få et hjerteanfald , fortæller Christina Chanée .	51	60	1
En far og søn fra Frederiksberg begik måske selvmord , fordi de ikke kunne få plads på et plejehjem sammen .	38	43	0
En far og søn fra Frederiksberg begik tilsyneladende selvmord , fordi de ikke kunne få plads på et plejehjem sammen .	38	52	1
Sommerferien blev en kedelig måned for mange danskere .	21	28	0
Sommerferien blev en hård måned for mange danskere .	21	25	1
Det kniber jo aldrig med politifolk , når der kommer kendisser til byen som for eksempel i forbindelse med OL - mødet , siger Bo Asmus Kjeldgaard .	25	35	0
Det kniber jo aldrig med politi , når der kommer kendisser til byen som for eksempel i forbindelse med OL - mødet , siger Bo Asmus Kjeldgaard .	25	31	1
Oscar - kandidat udelukkes fra prisuddeling .	31	43	0
Oscar - kandidat udelukkes fra showet .	31	37	1
FN fordømmer israelsk militæraktion .	22	35	0
FN fordømmer israelsk aktion .	22	28	1
Jeg bragte dem nærmere deres hjem , sagde Vera Lynn .	36	41	0
Jeg bragte dem nærmere deres hjem , fortalte Vera Lynn .	36	44	1
Det mener klima - og energiminister Connie Hedegaard ( K ).	4	9	0
Det vurderer klima - og energiminister Connie Hedegaard ( K ).	4	12	1
- De sidste to uger er der kommet helt nye mål fra Kina og Japan .	34	38	0
- De sidste to uger er der kommet fuldstændig nye mål fra Kina og Japan .	34	45	1
De fratages ethvert håb om , at de kan få en varig opholdstilladelse og bo i Danmark resten af deres liv , siger Marianne Jelved .	3	11	0
De mister ethvert håb om , at de kan få en varig opholdstilladelse og bo i Danmark resten af deres liv , siger Marianne Jelved .	3	9	1
Gruppen kræver , at Frankrig trækker sine soldater ud af Afghanistan .	42	50	0
Gruppen kræver , at Frankrig trækker sine tropper ud af Afghanistan .	42	49	1
Det var ikke nogen frelser , der kom og løste problemerne .	13	18	0
Det var ikke en frelser , der kom og løste problemerne .	13	15	1
Århus - borgmester jagter stemmerekord .	26	38	0
Århus - borgmester jagter rekord .	26	32	1
Ældreråd dækkede over pædofil .	22	29	0
Ældreråd dækkede over pædofilimistænkt .	22	38	1
Der kommer sne til det meste af landet i løbet af torsdagen .	15	18	0
Der kommer sne i det meste af landet i løbet af torsdagen .	15	16	1
Venstre tror på et flertal mod efterløn .	27	30	0
Venstre tror på et flertal imod efterløn .	27	31	1
I slutningen af januar vil regeringen fremlægge et konkret forslag til afskaffelse af efterlønnen .	67	70	0
I slutningen af januar vil regeringen fremlægge et konkret forslag om afskaffelse af efterlønnen .	67	69	1
Men derudover har vi ingen krav .	27	31	0
Men derudover har vi ingen kvalifikationer .	27	42	1
- Jeg synes , processen har været usmagelig .	14	23	0
- Jeg synes , ordningen har været usmagelig .	14	23	1
Det bekræfter Statsministeriet .	4	13	0
