Hans Pilgaard og Henrik Torp har været sammen i 10 år .	48	50	0
Det siger Statsministeriet .	4	9	1
Det bekræfter Statsministeriet .	4	13	0
Det siger Statsministeriet .	4	9	1
Den danske kulturarv har det også svært med frosten .	44	51	0
Den danske kulturarv har det også svært med frostgrader .	44	55	1
Det er også korrekt .	12	19	0
Det er også rigtigt .	12	19	1
Det kan få livsfarlige følger , siger professor .	23	29	0
Det kan få livsfarlige konsekvenser , siger professor .	23	35	1
En far og søn fra Frederiksberg begik måske selvmord , fordi de ikke kunne få plads på et plejehjem sammen .	38	43	0
En far og søn fra Frederiksberg begik tilsyneladende selvmord , fordi de ikke kunne få plads på et plejehjem sammen .	38	52	1
Kort efter blev alle fire evakueret med helikoptere til felthospitalet i Camp Bastion .	26	35	0
Kort efter blev alle fire fløjet med helikoptere til felthospitalet i Camp Bastion .	26	32	1
- Det viser , at vi har et stort problem .	27	32	0
- Det viser , at vi har et kæmpe problem .	27	32	1
- Det er et meget upassende tidspunkt .	12	17	0
- Det er et højst upassende tidspunkt .	12	17	1
Det oplyser tv - stationen CNN .	4	11	0
Det rapporterer tv - stationen CNN .	4	15	1
Samtidig skal der ryddes ud i bureaukratiet .	25	27	0
Samtidig skal der ryddes op i bureaukratiet .	25	27	1
Trier får virkelig det optimale ud af sine skuespillere , siger Alberto Barbara .	58	63	0
Trier får virkelig det optimale ud af sine skuespillere , fortæller Alberto Barbara .	58	67	1
Til gengæld kommer filmen stærkt tilbage i anden halvdel , mener han .	26	32	0
Til gengæld kommer filmen superstærkt tilbage i anden halvdel , mener han .	26	37	1
Det er meget alvorligt , siger Lars Klingenberg .	25	30	0
Det er meget alvorligt , mener Lars Klingenberg .	25	30	1
Bagger risikerer 12 år i fængsel .	25	32	0
Bagger risikerer 12 år i spjældet .	25	33	1
- Det svære er , at du ender med at blive en slave af tiden .	20	22	0
- Det svære er , at man ender med at blive en slave af tiden .	20	23	1
Og han har været dømt ude af politik mange gange .	37	42	0
Og han har været dømt ude af politik utallige gange .	37	45	1
Årets arkæologiske fund .	6	18	0
Årets historiske fund .	6	16	1
Arkæologerne fra Horsens Museum og Moesgård er særligt glade for de fine jagt - og fiskevåben af træ , som er skyllet fri af havbunden .	55	60	0
Arkæologerne fra Horsens Museum og Moesgård er særligt begejstrede for de fine jagt - og fiskevåben af træ , som er skyllet fri af havbunden .	55	66	1
Der kan slippe en smule ud , men det spiller ikke nogen rolle , siger Povl Ølgaard .	64	69	0
Der kan slippe en smule ud , men det spiller ikke nogen rolle , forklarer Povl Ølgaard .	64	73	1
Det er vigtigt , at vi kan genvinde konkurrencekraften .	36	54	0
Det er vigtigt , at vi kan genvinde konkurrenceevnen .	36	52	1
Nyt mandat skal på plads .	4	10	0
Nyt aftale skal på plads .	4	10	1
Stutterier udnytter hesterpigernes drøm .	20	34	0
Stutterier udnytter pigernes drøm .	20	28	1
Blandt andet blev de set på bøssebaren Black Cat Disco , hvor de drak flere stærke drinks .	70	75	0
Blandt andet blev de set på bøssebaren Black Cat Disco , hvor de drak adskillige stærke drinks .	70	80	1
Ingen andre soldater kom til skade ved hændelsen .	39	48	0
Ingen andre soldater kom til skade ved sprængningen .	39	51	1
- I alle store systemer opstår der unødvendige regler og bureaukrati , som ikke kan forklares .	35	46	0
- I alle store systemer opstår der uhensigtsmæssige regler og bureaukrati , som ikke kan forklares .	35	51	1
Én isbryder skal være klar til assistance inden for 48 timer , og de to andre inden for fem døgn .	72	77	0
Én isbryder skal være klar til assistance inden for 48 timer , og de to øvrige inden for fem døgn .	72	78	1
Navn på mistænkt brandstifter .	17	29	0
Navn på mistænkt ildspåsætter .	17	29	1
Danskerne skal undgå tobak , sukker og fedt for at leve længere .	15	20	0
Danskerne skal forsage tobak , sukker og fedt for at leve længere .	15	22	1
Øjenvidne prøvede at hjælpe .	10	17	0
Øjenvidne forsøgte at hjælpe .	10	18	1
Det siger Kirsten Muus , der er familieterapeut .	4	9	0
Det forklarer Kirsten Muus , der er familieterapeut .	4	13	1
- Det er voldsomt irriterende at høre ministerens udtalelser i diskussionen om irakerne .	63	75	0
- Det er voldsomt irriterende at høre ministerens udtalelser i sagen om irakerne .	63	68	1
Mand dræbt af nakkeskud ved Christiania .	14	23	0
Mand dræbt af skud ved Christiania .	14	18	1
- EU har flere gange pålagt Danmark at skærpe indsatsen overfor natur og miljø .	39	45	0
- EU har flere gange pålagt Danmark at øge indsatsen overfor natur og miljø .	39	42	1
Der var ikke grund til at anholde ham .	8	12	0
Der var ingen grund til at anholde ham .	8	13	1
Han siger også , at Robbie Williams er i fin form .	10	14	0
Han siger videre , at Robbie Williams er i fin form .	10	16	1
Både Københavns tidligere overborgmester Ritt Bjerregaard ( S ) og hendes efterfølger , Frank Jensen , har ønsket , at København går over til flertalsstyre .	64	66	0
Både Københavns tidligere overborgmester Ritt Bjerregaard ( S ) samt hendes efterfølger , Frank Jensen , har ønsket , at København går over til flertalsstyre .	64	68	1
Kim Larsen brager til tops på hitlisten .	11	17	0
Kim Larsen går til tops på hitlisten .	11	14	1
Massakre på teatermiljø .	12	23	0
Massakre på teatrene .	12	20	1
Tidligere KGB - spion skuddræbt .	22	31	0
Tidligere KGB - spion dræbt .	22	27	1
- I starten spekulerede jeg på , om han ville vise sit sande ansigt .	12	23	0
- I starten tænkte jeg på , om han ville vise sit sande ansigt .	12	18	1
- De første afhøringer og undersøgelser skabte en begrundet mistanke om , at det var ham .	5	11	0
- De indledende afhøringer og undersøgelser skabte en begrundet mistanke om , at det var ham .	5	15	1
Det viser en meningsmåling , som Capacent har lavet for DR Nyheder .	46	51	0
Det viser en meningsmåling , som Capacent har foretaget for DR Nyheder .	46	55	1
Ingen unge må efterlades på sofaen .	11	13	0
Ingen unge skal efterlades på sofaen .	11	15	1
I 2008 hjalp rådgivningen 397 personer .	13	25	0
I 2008 hjalp organisationen 397 personer .	13	27	1
Ingen danske internater tager imod muskelhunde .	35	46	0
Ingen danske internater tager imod kamphunderacer .	35	49	1
Det viser en spørgeskemaundersøgelse , som TrygFonden og Mandag Morgen har lavet .	13	36	0
Det viser en undersøgelse , som TrygFonden og Mandag Morgen har lavet .	13	25	1
Den amerikanske skuespillerinde Sandra Bullock vandt en Oscar for årets bedste kvindelige hovedrolle .	16	31	0
Den amerikanske skuespiller Sandra Bullock vandt en Oscar for årets bedste kvindelige hovedrolle .	16	27	1
Sagen minder om den såkaldte Josef Fritzl - sag i Østrig .	48	49	0
Sagen minder om den såkaldte Josef Fritzl - sag fra Østrig .	48	51	1
Dagen i dag vil blive præget af , at valgkampen nu for alvor sparkes i gang .	61	68	0
Dagen i dag vil blive præget af , at valgkampen nu for alvor går i gang .	61	64	1
Sort boks kan måske ikke bjærges .	25	32	0
Sort boks kan måske ikke findes .	25	31	1
Men det vigtige er , at alle er enige om , at dette er vejen frem .	61	65	0
Men det vigtige er , at alle er enige om , at dette er vejen fremad .	61	67	1
Problemet med undervægtige ældre er ikke nyt .	14	26	0
Problemet med underernærede ældre er ikke nyt .	14	27	1
Men nu henter kommunen mere hjælp udefra .	23	27	0
Men nu henter kommunen yderligere hjælp udefra .	23	33	1
Han arbejdede som læge i kz - lejrene Sachsenhausen , Buchenwald og Mauthausen fra 1940 til 1942 .	25	27	0
Han arbejdede som læge i koncentrations - lejrene Sachsenhausen , Buchenwald og Mauthausen fra 1940 til 1942 .	25	39	1
Det rammer patienterne , erkender direktør .	25	33	0
Det rammer patienterne , siger direktør .	25	30	1
- Island skal ansøge om medlemskab af EU hurtigst muligt .	14	20	0
- Island skal søge om medlemskab af EU hurtigst muligt .	14	18	1
Det viser en ny måling , som Catinét har lavet for Ritzau .	16	22	0
Det viser en ny meningsmåling , som Catinét har lavet for Ritzau .	16	29	1
VM i cykling foregår i Rudersdal nord for København fra 19 . til 25 . september .	13	20	0
VM i cykling afvikles i Rudersdal nord for København fra 19 . til 25 . september .	13	21	1
ETA har i de senere år været under hårdt pres , efter at en række af gruppens ledere i Spanien og Frankrig er blevet anholdt .	69	77	0
ETA har i de senere år været under hårdt pres , efter at en række af organisationens ledere i Spanien og Frankrig er blevet anholdt .	69	84	1
38 personer blev kørt til behandling på byens hospitaler .	17	21	0
38 personer blev bragt til behandling på byens hospitaler .	17	22	1
- Reglerne for eurosamarbejdet er gode nok .	15	30	0
- Reglerne for samarbejdet er gode nok .	15	26	1
- Hvis hun ikke vælger nogle af dem , må vi bruge kunstig befrugtning , siger Yang Xiaoxiao fra programmet .	58	69	0
- Hvis hun ikke vælger nogle af dem , må vi bruge kunstig insemination , siger Yang Xiaoxiao fra programmet .	58	70	1
Karl Bille er konferencier ved arrangementet .	31	44	0
Karl Bille er konferencier ved koncerten .	31	40	1
Det her var et ubegavet , afstumpet og unødvendigt skridt , som vi nægter at lægge navn til , siger Niels Hausgaard .	94	99	0
Det her var et ubegavet , afstumpet og unødvendigt skridt , som vi nægter at lægge navn til , udtaler Niels Hausgaard .	94	101	1
I år bliver det nok i Marmorkirken , siger Pernille Rosendahl .	37	42	0
I år bliver det nok i Marmorkirken , fortæller Pernille Rosendahl .	37	46	1
- Han havde lavet beregninger på , hvor lang tid det ville tage , før politiet ville dukke op , tilføjer Geir Lippestad .	96	104	0
- Han havde lavet beregninger på , hvor lang tid det ville tage , før politiet ville dukke op , siger Geir Lippestad .	96	101	1
- Vi vil vedtage reformer , der sænker udgifterne , giver større valgfrihed og sikrer dækning , som alle amerikanere kan regne med .	39	49	0
- Vi vil vedtage reformer , der sænker omkostningerne , giver større valgfrihed og sikrer dækning , som alle amerikanere kan regne med .	39	53	1
Det lover Janet Napolitano , der er minister for intern sikkerhed i USA .	29	32	0
Det lover Janet Napolitano , som er minister for intern sikkerhed i USA .	29	32	1
Barack Obama lægger ikke skjul på , at den militære indsats i Afghanistan ikke har haft succes med at nedkæmpe Taliban .	102	110	0
Barack Obama lægger ikke skjul på , at den militære indsats i Afghanistan ikke har haft succes med at stække Taliban .	102	108	1
- Jeg synes , at der er god balance i de nye regler .	45	51	0
- Jeg synes , at der er god balance i de nye retningslinjer .	45	59	1
168 dræbt ved flystyrt i Iran .	4	9	0
168 omkommet ved flystyrt i Iran .	4	12	1
- Hvor længe kan vi leve for den kompensation ?	29	32	0
- Hvor længe kan vi leve for denne kompensation ?	29	34	1
Vi klager ikke over dårlige madvarer .	28	36	0
Vi klager ikke over dårlige fødevarer .	28	37	1
Regeringens skattereform er først betalt om 10 år , siger Helle Thorning - Schmidt .	34	40	0
Regeringens skattereform er først finansieret om 10 år , siger Helle Thorning - Schmidt .	34	45	1
- Det giver ingen mening at sætte en slutdato .	37	45	0
- Det giver ingen mening at sætte en exitdato .	37	45	1
Men samtidig gør Skat opmærksom på , at sagerne skal afgøres mellem firmaerne og forbrugeren .	68	77	0
Men samtidig gør Skat opmærksom på , at sagerne skal afgøres mellem mærkevareproducenten og forbrugeren .	68	88	1
En del af vejnettet i området blev lukket i flere timer .	44	49	0
En del af vejnettet i området blev lukket i adskillige timer .	44	54	1
- 27 fødende på et døgn er mange .	5	12	0
- 27 fødsler på et døgn er mange .	5	12	1
Forslaget er dog tidligere blevet afvist af både V og K .	13	16	0
Forslaget er også tidligere blevet afvist af både V og K .	13	17	1
- Jeg går derfor ud fra , at politiet snarest udsender et antal afviste irakere , skriver Birthe Rønn Hornbech .	29	37	0
- Jeg går derfor ud fra , at politimyndighederne snarest udsender et antal afviste irakere , skriver Birthe Rønn Hornbech .	29	48	1
Men blot et par uger efter blev problemerne løst , da selskabet fik tilført ny kapital .	44	48	0
Men blot et par uger efter blev problemerne afværget , da selskabet fik tilført ny kapital .	44	52	1
- En nyhedsside , der går lige til sagen , uden journalistisk krukkeri , kan være den hjælp , der skal til for de læsesvage .	86	91	0
- En nyhedsside , der går lige til sagen , uden journalistisk krukkeri , kan være den håndsrækning , der skal til for de læsesvage .	86	98	1
Netavisens redaktion holder til på Ritzaus Bureau , der sammen med Danske Dagblade har været med til at søsætte projektet .	104	111	0
Netavisens redaktion holder til på Ritzaus Bureau , der sammen med Danske Dagblade har været med til at starte projektet .	104	110	1
Han tilføjer , at partiet satser på at få endnu et mandat .	4	12	0
Han fortæller , at partiet satser på at få endnu et mandat .	4	13	1
Musik , øl og høj solskin .	18	25	0
Musik , øl og høj sol .	18	21	1
- Vi har sat det stærkeste hold med erfarne og kvalificerede ministre .	47	60	0
- Vi har sat det stærkeste hold med erfarne og gode ministre .	47	51	1
Det er ikke klart , om der fortsat er mennesker under resterne af bygningen , men redningsarbejderne leder alligevel .	82	100	0
Det er ikke klart , om der fortsat er mennesker under resterne af bygningen , men redningsfolkene leder alligevel .	82	97	1
Johanne Vinther Axelsen fra Sindal blev anholdt på en postkontor i marts sidste år , og hun mener , at dommen er hård og uret .	121	125	0
Johanne Vinther Axelsen fra Sindal blev anholdt på en postkontor i marts sidste år , og hun mener , at dommen er hård og uretfærdig .	121	131	1
København mangler vand .	18	22	0
København mangler drikkevand .	18	28	1
Konflikten i Gaza kostede cirka 1300 palæstinensere livet .	26	31	0
Konflikten i Gaza kostede omkring 1300 palæstinensere livet .	26	33	1
Carsten Kissmeyer spørger også :.	26	30	0
Carsten Kissmeyer spørger videre :.	26	32	1
Det gør både mig og mine kolleger ofte , siger hun til DR Nyheder .	25	33	0
Det gør både mig og mine kollegaer ofte , siger hun til DR Nyheder .	25	34	1
Engang var det noget med en lysebrun kaffesæk , man tog over hovedet .	37	45	0
Engang var det noget med en lysebrun sæk , man tog over hovedet .	37	40	1
Branden har ødelagt de tekniske installationer på stationen .	12	19	0
Branden har raseret de tekniske installationer på stationen .	12	19	1
Hun mener , at børnene bliver tabere .	4	9	0
Hun erkender , at børnene bliver tabere .	4	12	1
Der er ikke meldt om sårede eller materielle skader ved angrebet .	21	27	0
Der er ikke meldt om tilskadekomne eller materielle skader ved angrebet .	21	34	1
Nordisk Film er en del af Egmont - koncernen , og selskabet beskæftiger omkring 1200 medarbejdere i de nordiske lande .	60	71	0
Nordisk Film er en del af Egmont - koncernen , og selskabet har omkring 1200 medarbejdere i de nordiske lande .	60	63	1
Her greb politikerne ind efter 10 dage .	31	33	0
Her greb politikerne ind efter ti dage .	31	33	1
Udenrigsministeriet hjælper jo normalt danskere , der er kommet i nød , siger Tommy Dinesen .	31	38	0
Udenrigsministeriet hjælper jo sædvanligvis danskere , der er kommet i nød , siger Tommy Dinesen .	31	43	1
Milliarder til tre nye supersygehuse .	23	36	0
Milliarder til tre nye sygehuse .	23	31	1
Sandet jord er ikke en mulighed , siger Ole Kastbjerg Nielsen .	34	39	0
Sandet jord er ikke en mulighed , fortæller Ole Kastbjerg Nielsen .	34	43	1
Det udelukker for eksempel store dele af Vestjylland , der har særdeles sandet jord .	63	71	0
Det udelukker for eksempel store dele af Vestjylland , der har meget sandet jord .	63	68	1
Helle Lykke Nielsen mener , at terrortruslen er kommet for at blive .	20	25	0
Helle Lykke Nielsen vurderer , at terrortruslen er kommet for at blive .	20	28	1
Det fremgår af et nyt vækstinitiativ fra regeringen .	22	36	0
Det fremgår af et nyt forslag fra regeringen .	22	29	1
- Man skal tage støvler og handsker på , hvis man vil ned i den oversvømmede kælder .	50	53	0
- Man skal tage støvler og handsker på , hvis man går ned i den oversvømmede kælder .	50	53	1
Alene i Vejle Kommune har 60 lærere netop fået en fyreseddel .	42	46	0
Alene i Vejle Kommune har 60 lærere netop modtaget en fyreseddel .	42	50	1
Fastspændt patient fundet død på hospital .	11	18	0
Fastspændt mand fundet død på hospital .	11	15	1
Det indrømmer jeg , indrømmer Lars Løkke Rasmussen .	20	29	0
Det indrømmer jeg , siger Lars Løkke Rasmussen .	20	25	1
Ifølge statsministeren er alle reglerne gennemført med den bedste mening .	51	54	0
Ifølge statsministeren er alle reglerne gennemført i den bedste mening .	51	52	1
Det fortæller nyhedsbureauet AFP .	4	13	0
Det rapporterer nyhedsbureauet AFP .	4	15	1
- Jeg vil dedikere mit liv til at arbejde for ytringsfriheden .	10	18	0
- Jeg vil bruge mit liv til at arbejde for ytringsfriheden .	10	15	1
SF vil have tillid til sociale klienter .	7	11	0
SF vil vise tillid til sociale klienter .	7	11	1
- Vi vil have tillid frem for kontroltyranni .	30	44	0
- Vi vil have tillid frem for kontrol .	30	37	1
Vi skal støtte virksomhederne , spurgte McCain .	32	39	0
Vi skal støtte virksomhederne , sagde McCain .	32	37	1
- Det er en fantastisk præstation .	12	22	0
- Det er en fænomenal præstation .	12	21	1
Tre piratfilm var nok for skuespilleren Orlando Bloom .	4	13	0
Tre sørøverfilm var nok for skuespilleren Orlando Bloom .	4	15	1
Tællingen viser , at 506 personer sover på gaden , mens 1086 sover hos familie og venner .	25	33	0
Tællingen viser , at 506 mennesker sover på gaden , mens 1086 sover hos familie og venner .	25	34	1
Den aftale er ikke mere værd end det papir , den er skrevet på , sagde Bagger i retten .	65	70	0
Den aftale er ikke mere værd end det papir , den er skrevet på , forklarede Bagger i retten .	65	75	1
Det bliver en offentlig begravelse .	24	34	0
Det bliver en offentlig bisættelse .	24	34	1
Styringsrådet vedrørende Christiania opløses .	14	24	0
Styringsrådet for Christiania opløses .	14	17	1
Byen Al Medina i Saudi Arabien er hellig for verdens muslimer .	45	52	0
Byen Al Medina i Saudi Arabien er hellig for alverdens muslimer .	45	54	1
Beatles - teaterkoncert ramt af ulykke .	10	23	0
Beatles - teater ramt af ulykke .	10	16	1
Han ligger stadig til observation på Bispebjerg Hospital .	11	17	0
Han ligger fortsat til observation på Bispebjerg Hospital .	11	18	1
Børnehaven får refusion fra kommunen for de timer , hun ikke er der .	15	23	0
Børnehaven får penge fra kommunen for de timer , hun ikke er der .	15	20	1
Dem skal man forsøge at få fat i samme dag , som man vil til forestilling .	4	8	0
Dem kan man forsøge at få fat i samme dag , som man vil til forestilling .	4	7	1
I en løbeseddel skriver de aktionerende blandt andet :.	27	39	0
I en løbeseddel skriver de strejkende blandt andet :.	27	37	1
Frivillige blev sure .	16	20	0
Frivillige blev vrede .	16	21	1
- Det er voldsomt irriterende at høre ministerens udtalelser i diskussionen om irakerne .	63	75	0
- Det er voldsomt irriterende at høre ministerens udtalelser i sagen om irakerne .	63	68	1
Mahmoud Jibril fastslår dog , at kampene endnu ikke er slut .	55	59	0
Mahmoud Jibril fastslår dog , at kampene endnu ikke er forbi .	55	60	1
I deres øjne er han færdig som præsident , og de venter kun på beskeden om , at han er trådt tilbage og har forladt landet , siger Henrik Lerche .	31	40	0
I deres øjne er han færdig som leder , og de venter kun på beskeden om , at han er trådt tilbage og har forladt landet , siger Henrik Lerche .	31	36	1
- Inden jeg går på , bliver jeg nødt til at gøre noget ved nogen andre .	59	64	0
- Inden jeg går på , bliver jeg nødt til at gøre noget ved nogle andre .	59	64	1
Så enkelt er det , siger ministeren .	25	35	0
Så enkelt er det , siger beskæftigelsesministeren .	25	49	1
Planen sættes i værk de næste fem år .	16	20	0
Planen sættes i gang de næste fem år .	16	20	1
- Der bliver ikke tale om at skære ind til benet .	6	12	0
- Der er ikke tale om at skære ind til benet .	6	8	1
De fleste befinder sig i den urolige provins Helmand i den sydlige del af landet .	10	18	0
De fleste opholder sig i den urolige provins Helmand i den sydlige del af landet .	10	18	1
Det siger formanden for Dansk Socialrådgiverforening , Bettina Post .	4	9	0
Det mener formanden for Dansk Socialrådgiverforening , Bettina Post .	4	9	1
De mister ethvert håb om , at de kan få en varig opholdstilladelse og bo i Danmark resten af deres liv , siger Marianne Jelved .	3	9	0
De fratages ethvert håb om , at de kan få en varig opholdstilladelse og bo i Danmark resten af deres liv , siger Marianne Jelved .	3	11	1
For godt en måned siden blev kommunale hjemmehjælpere i bil truet med en revolver på Nørrebro , siger han .	96	101	0
For godt en måned siden blev kommunale hjemmehjælpere i bil truet med en revolver på Nørrebro , forklarer han .	96	105	1
